Date,SKU_ID,Warehouse_ID,Supplier_ID,Region,Units_Sold,Inventory_Level,Supplier_Lead_Time_Days,Reorder_Point,Order_Quantity,Unit_Cost,Unit_Price,Promotion_Flag,Stockout_Flag,Demand_Forecast,Lag_1,Lag_7,Rolling_Mean_7,Rolling_Mean_30,Rolling_Std_7,DayOfWeek,Month,DayOfMonth,DayOfYear,IsWeekend,Month_Sin,Month_Cos,DayOfYear_Sin,DayOfYear_Cos,Price_Cost_Ratio,Below_Reorder_Point
2024-12-14,SKU_17,WH_3,SUP_7,North,13.0,440.0,3.0,339.0,0.0,16.8,28.54,0.0,0.0,16.97,18.0,19.0,18.285714285714285,17.0,4.070801956792874,5.0,12.0,14.0,349.0,1,-2.4492935982947064e-16,1.0,-0.27195815753410524,0.9623090774541487,1.6988095238095238,0
2024-12-15,SKU_17,WH_3,SUP_7,South,21.0,419.0,3.0,339.0,0.0,16.8,28.54,0.0,0.0,24.65,13.0,10.0,17.428571428571427,17.1,4.503966505838435,6.0,12.0,15.0,350.0,1,-2.4492935982947064e-16,1.0,-0.2553532951161881,0.9668478136052773,1.6988095238095238,0
2024-12-16,SKU_17,WH_3,SUP_7,West,23.0,396.0,3.0,339.0,0.0,16.8,28.54,0.0,0.0,24.18,21.0,23.0,19.0,17.333333333333332,3.2145502536643273,0.0,12.0,16.0,351.0,0,-2.4492935982947064e-16,1.0,-0.23867276600594997,0.9711000518829505,1.6988095238095238,0
2024-12-17,SKU_17,WH_3,SUP_7,East,28.0,368.0,3.0,339.0,0.0,16.8,28.54,1.0,0.0,25.25,23.0,18.0,19.0,17.333333333333332,3.2145502536643273,1.0,12.0,17.0,352.0,0,-2.4492935982947064e-16,1.0,-0.22192151300416674,0.9750645322571945,1.6988095238095238,0
2024-12-18,SKU_17,WH_3,SUP_7,South,20.0,348.0,3.0,339.0,0.0,16.8,28.54,0.0,0.0,14.37,28.0,21.0,20.428571428571427,17.666666666666668,4.613644360558603,2.0,12.0,18.0,353.0,0,-2.4492935982947064e-16,1.0,-0.20510449986861926,0.9787400799669153,1.6988095238095238,0
2024-12-19,SKU_17,WH_3,SUP_7,South,17.0,331.0,3.0,339.0,0.0,16.8,28.54,0.0,0.0,16.71,20.0,19.0,20.285714285714285,17.766666666666666,4.608480795022929,3.0,12.0,19.0,354.0,0,-2.4492935982947064e-16,1.0,-0.1882267098432439,0.9821256058680006,1.6988095238095238,1
2024-12-20,SKU_17,WH_3,SUP_7,North,12.0,765.0,3.0,339.0,446.0,16.8,28.54,0.0,0.0,16.95,17.0,18.0,20.0,17.8,4.76095228569523,4.0,12.0,20.0,355.0,0,-2.4492935982947064e-16,1.0,-0.1712931441814778,0.9852201067560606,1.6988095238095238,0
2024-12-21,SKU_17,WH_3,SUP_7,South,22.0,743.0,3.0,339.0,0.0,16.8,28.54,0.0,0.0,24.21,12.0,13.0,19.142857142857142,17.666666666666668,5.63999324552112,5.0,12.0,21.0,356.0,1,-2.4492935982947064e-16,1.0,-0.154308820664281,0.9880226656636976,1.6988095238095238,0
2024-12-22,SKU_17,WH_3,SUP_7,North,8.0,735.0,3.0,339.0,0.0,16.8,28.54,0.0,0.0,5.82,22.0,21.0,20.428571428571427,17.733333333333334,4.995235825502223,6.0,12.0,22.0,357.0,1,-2.4492935982947064e-16,1.0,-0.13727877211326517,0.9905324521322227,1.6988095238095238,0
2024-12-23,SKU_17,WH_3,SUP_7,East,18.0,717.0,3.0,339.0,0.0,16.8,28.54,0.0,0.0,19.19,8.0,23.0,18.571428571428573,17.6,6.827814263660643,0.0,12.0,23.0,358.0,0,-2.4492935982947064e-16,1.0,-0.12020804489935275,0.9927487224577402,1.6988095238095238,0
2024-12-24,SKU_17,WH_3,SUP_7,South,23.0,694.0,3.0,339.0,0.0,16.8,28.54,0.0,0.0,24.12,18.0,28.0,17.857142857142858,17.766666666666666,6.542898731412858,1.0,12.0,24.0,359.0,0,-2.4492935982947064e-16,1.0,-0.10310169744743544,0.9946708199115211,1.6988095238095238,0
2024-12-25,SKU_17,WH_3,SUP_7,West,20.0,674.0,3.0,339.0,0.0,16.8,28.54,0.0,0.0,24.13,23.0,20.0,17.142857142857142,18.166666666666668,5.429197958832476,2.0,12.0,25.0,360.0,0,-2.4492935982947064e-16,1.0,-0.0859647987374467,0.9962981749346077,1.6988095238095238,0
2024-12-26,SKU_17,WH_3,SUP_7,North,14.0,660.0,3.0,339.0,0.0,16.8,28.54,0.0,0.0,16.24,20.0,17.0,17.142857142857142,18.233333333333334,5.429197958832476,3.0,12.0,26.0,361.0,0,-2.4492935982947064e-16,1.0,-0.06880242680232064,0.9976303053065857,1.6988095238095238,0
2024-12-27,SKU_17,WH_3,SUP_7,West,10.0,650.0,3.0,339.0,0.0,16.8,28.54,0.0,0.0,7.84,14.0,12.0,16.714285714285715,18.0,5.559205150447517,4.0,12.0,27.0,362.0,0,-2.4492935982947064e-16,1.0,-0.05161966722325418,0.9986668162884759,1.6988095238095238,0
2024-12-28,SKU_17,WH_3,SUP_7,North,28.0,622.0,3.0,339.0,0.0,16.8,28.54,1.0,0.0,30.15,10.0,22.0,16.428571428571427,17.666666666666668,5.883795341363255,5.0,12.0,28.0,363.0,1,-2.4492935982947064e-16,1.0,-0.034421611622745804,0.9994074007397048,1.6988095238095238,0
2024-12-29,SKU_17,WH_3,SUP_7,South,19.0,603.0,3.0,339.0,0.0,16.8,28.54,0.0,0.0,18.99,28.0,8.0,17.285714285714285,17.433333333333334,7.134757312254015,6.0,12.0,29.0,364.0,1,-2.4492935982947064e-16,1.0,-0.01721335615583528,0.9998518392091162,1.6988095238095238,0
2024-12-30,SKU_17,WH_3,SUP_7,West,29.0,574.0,3.0,339.0,0.0,16.8,28.54,0.0,0.0,27.35,19.0,18.0,18.857142857142858,17.5,5.843188953205024,0.0,12.0,30.0,365.0,0,-2.4492935982947064e-16,1.0,6.432490598706546e-16,1.0,1.6988095238095238,0
2024-01-01,SKU_17,WH_4,SUP_4,North,18.0,512.0,5.0,341.0,0.0,8.62,10.66,0.0,0.0,9.45,,,,,,0.0,1.0,1.0,1.0,0,0.49999999999999994,0.8660254037844387,0.017213356155834685,0.9998518392091162,1.2366589327146174,0
2024-01-02,SKU_17,WH_4,SUP_4,North,27.0,485.0,5.0,341.0,0.0,8.62,10.66,0.0,0.0,20.16,18.0,,,,,1.0,1.0,2.0,2.0,0,0.49999999999999994,0.8660254037844387,0.03442161162274574,0.9994074007397048,1.2366589327146174,0
2024-01-03,SKU_17,WH_4,SUP_4,West,25.0,460.0,5.0,341.0,0.0,8.62,10.66,0.0,0.0,22.44,27.0,,,,,2.0,1.0,3.0,3.0,0,0.49999999999999994,0.8660254037844387,0.051619667223253764,0.998666816288476,1.2366589327146174,0
2024-01-04,SKU_17,WH_4,SUP_4,East,24.0,436.0,5.0,341.0,0.0,8.62,10.66,0.0,0.0,20.22,25.0,,,,,3.0,1.0,4.0,4.0,0,0.49999999999999994,0.8660254037844387,0.06880242680231986,0.9976303053065857,1.2366589327146174,0
2024-01-05,SKU_17,WH_4,SUP_4,North,22.0,414.0,5.0,341.0,0.0,8.62,10.66,0.0,0.0,25.99,24.0,,,,,4.0,1.0,5.0,5.0,0,0.49999999999999994,0.8660254037844387,0.08596479873744647,0.9962981749346078,1.2366589327146174,0
2024-01-06,SKU_17,WH_4,SUP_4,North,10.0,404.0,5.0,341.0,0.0,8.62,10.66,0.0,0.0,13.23,22.0,,,,,5.0,1.0,6.0,6.0,1,0.49999999999999994,0.8660254037844387,0.10310169744743485,0.9946708199115211,1.2366589327146174,0
2024-01-07,SKU_17,WH_4,SUP_4,West,27.0,377.0,5.0,341.0,0.0,8.62,10.66,1.0,0.0,25.65,10.0,,,,,6.0,1.0,7.0,7.0,1,0.49999999999999994,0.8660254037844387,0.1202080448993527,0.9927487224577402,1.2366589327146174,0
2024-01-08,SKU_17,WH_4,SUP_4,North,15.0,362.0,5.0,341.0,0.0,8.62,10.66,0.0,0.0,15.33,27.0,18.0,21.857142857142858,,6.094494002200441,0.0,1.0,8.0,8.0,0,0.49999999999999994,0.8660254037844387,0.13727877211326478,0.9905324521322229,1.2366589327146174,0
2024-01-09,SKU_17,WH_4,SUP_4,East,19.0,343.0,5.0,341.0,0.0,8.62,10.66,0.0,0.0,14.96,15.0,27.0,21.428571428571427,,6.502746672423452,1.0,1.0,9.0,9.0,0,0.49999999999999994,0.8660254037844387,0.15430882066428117,0.9880226656636976,1.2366589327146174,0
2024-01-10,SKU_17,WH_4,SUP_4,East,26.0,317.0,5.0,341.0,0.0,8.62,10.66,0.0,0.0,29.2,19.0,25.0,20.285714285714285,,6.047431568147635,2.0,1.0,10.0,10.0,0,0.49999999999999994,0.8660254037844387,0.1712931441814776,0.9852201067560606,1.2366589327146174,1
2024-01-11,SKU_17,WH_4,SUP_4,North,28.0,568.0,5.0,341.0,279.0,8.62,10.66,0.0,0.0,26.12,26.0,24.0,20.428571428571427,,6.187545093630775,3.0,1.0,11.0,11.0,0,0.49999999999999994,0.8660254037844387,0.1882267098432442,0.9821256058680006,1.2366589327146174,0
2024-01-12,SKU_17,WH_4,SUP_4,North,17.0,551.0,5.0,341.0,0.0,8.62,10.66,0.0,0.0,17.18,28.0,22.0,21.0,,6.733003292241384,4.0,1.0,12.0,12.0,0,0.49999999999999994,0.8660254037844387,0.2051044998686192,0.9787400799669153,1.2366589327146174,0
2024-01-13,SKU_17,WH_4,SUP_4,South,20.0,531.0,5.0,341.0,0.0,8.62,10.66,0.0,0.0,14.57,17.0,10.0,20.285714285714285,,6.872997543873795,5.0,1.0,13.0,13.0,1,0.49999999999999994,0.8660254037844387,0.2219215130041655,0.9750645322571948,1.2366589327146174,0
2024-01-14,SKU_17,WH_4,SUP_4,East,21.0,510.0,5.0,341.0,0.0,8.62,10.66,0.0,0.0,22.18,20.0,27.0,21.714285714285715,,5.2190128605029535,6.0,1.0,14.0,14.0,1,0.49999999999999994,0.8660254037844387,0.2386727660059501,0.9711000518829505,1.2366589327146174,0
2024-01-15,SKU_17,WH_4,SUP_4,East,29.0,481.0,5.0,341.0,0.0,8.62,10.66,0.0,0.0,31.45,21.0,15.0,20.857142857142858,,4.670066788550652,0.0,1.0,15.0,15.0,0,0.49999999999999994,0.8660254037844387,0.255353295116187,0.9668478136052775,1.2366589327146174,0
2024-01-16,SKU_17,WH_4,SUP_4,East,13.0,468.0,5.0,341.0,0.0,8.62,10.66,0.0,0.0,9.03,29.0,19.0,22.857142857142858,,4.740906081772814,1.0,1.0,16.0,16.0,0,0.49999999999999994,0.8660254037844387,0.2719581575341055,0.9623090774541486,1.2366589327146174,0
2024-01-17,SKU_17,WH_4,SUP_4,North,21.0,447.0,5.0,341.0,0.0,8.62,10.66,0.0,0.0,15.86,13.0,26.0,22.0,,5.944184833375667,2.0,1.0,17.0,17.0,0,0.49999999999999994,0.8660254037844387,0.288482432880609,0.9574851883550393,1.2366589327146174,0
2024-01-18,SKU_17,WH_4,SUP_4,North,16.0,431.0,5.0,341.0,0.0,8.62,10.66,0.0,0.0,11.41,21.0,28.0,21.285714285714285,,5.677860093212514,3.0,1.0,18.0,18.0,0,0.49999999999999994,0.8660254037844387,0.30492122465628907,0.9523775757303974,1.2366589327146174,0
2024-01-19,SKU_17,WH_4,SUP_4,West,15.0,416.0,5.0,341.0,0.0,8.62,10.66,0.0,0.0,17.29,16.0,17.0,19.571428571428573,,5.094347941825423,4.0,1.0,19.0,19.0,0,0.49999999999999994,0.8660254037844387,0.3212696616923644,0.9469877530760753,1.2366589327146174,0
2024-01-20,SKU_17,WH_4,SUP_4,South,22.0,394.0,5.0,341.0,0.0,8.62,10.66,0.0,0.0,27.42,15.0,20.0,19.285714285714285,,5.313952882562585,5.0,1.0,20.0,20.0,1,0.49999999999999994,0.8660254037844387,0.3375228995941133,0.9413173175128471,1.2366589327146174,0
2024-01-21,SKU_17,WH_4,SUP_4,West,26.0,368.0,5.0,341.0,0.0,8.62,10.66,0.0,0.0,26.48,22.0,21.0,19.571428571428573,,5.411627692821658,6.0,1.0,21.0,21.0,1,0.49999999999999994,0.8660254037844387,0.3536761221763716,0.9353679493131483,1.2366589327146174,0
2024-01-22,SKU_17,WH_4,SUP_4,South,22.0,346.0,5.0,341.0,0.0,8.62,10.66,0.0,0.0,28.06,26.0,29.0,20.285714285714285,,5.936168397046635,0.0,1.0,22.0,22.0,0,0.49999999999999994,0.8660254037844387,0.3697245428906731,0.9291414114031743,1.2366589327146174,0
2024-01-23,SKU_17,WH_4,SUP_4,North,24.0,322.0,5.0,341.0,0.0,8.62,10.66,0.0,0.0,20.31,22.0,13.0,19.285714285714285,,4.680252333449754,1.0,1.0,23.0,23.0,0,0.49999999999999994,0.8660254037844387,0.38566340624360707,0.9226395488404876,1.2366589327146174,1
2024-01-24,SKU_17,WH_4,SUP_4,West,33.0,514.0,5.0,341.0,225.0,8.62,10.66,0.0,0.0,36.04,24.0,21.0,20.857142857142858,,4.017817460121494,2.0,1.0,24.0,24.0,0,0.49999999999999994,0.8660254037844387,0.401487989205973,0.9158642882672872,1.2366589327146174,0
2024-01-25,SKU_17,WH_4,SUP_4,East,9.0,505.0,5.0,341.0,0.0,8.62,10.66,0.0,0.0,12.89,33.0,16.0,22.571428571428573,,6.106202935189288,3.0,1.0,25.0,25.0,0,0.49999999999999994,0.8660254037844387,0.4171936026123168,0.9088176373395029,1.2366589327146174,0
2024-01-26,SKU_17,WH_4,SUP_4,West,25.0,480.0,5.0,341.0,0.0,8.62,10.66,0.0,0.0,23.75,9.0,15.0,21.571428571428573,,7.7213371652225895,4.0,1.0,26.0,26.0,0,0.49999999999999994,0.8660254037844387,0.4327755925504312,0.901501684131884,1.2366589327146174,0
2024-01-27,SKU_17,WH_4,SUP_4,West,28.0,452.0,5.0,341.0,0.0,8.62,10.66,0.0,0.0,30.06,25.0,22.0,23.0,,7.211102550927979,5.0,1.0,27.0,27.0,1,0.49999999999999994,0.8660254037844387,0.4482293417404106,0.893918596519257,1.2366589327146174,0
2024-01-28,SKU_17,WH_4,SUP_4,North,19.0,433.0,5.0,341.0,0.0,8.62,10.66,0.0,0.0,17.17,28.0,26.0,23.857142857142858,,7.4258236676383005,6.0,1.0,28.0,28.0,1,0.49999999999999994,0.8660254037844387,0.4635502709028509,0.886070621534138,1.2366589327146174,0
2024-01-29,SKU_17,WH_4,SUP_4,South,13.0,420.0,5.0,341.0,0.0,8.62,10.66,0.0,0.0,13.14,19.0,22.0,22.857142857142858,,7.559289460184544,0.0,1.0,29.0,29.0,0,0.49999999999999994,0.8660254037844387,0.47873384011578846,0.8779600847008882,1.2366589327146174,0
2024-01-30,SKU_17,WH_4,SUP_4,North,22.0,398.0,5.0,341.0,0.0,8.62,10.66,0.0,0.0,22.58,13.0,24.0,21.571428571428573,,8.443086774735546,1.0,1.0,30.0,30.0,0,0.49999999999999994,0.8660254037844387,0.4937755501599772,0.869589389346611,1.2366589327146174,0
2024-01-31,SKU_17,WH_4,SUP_4,North,27.0,371.0,5.0,341.0,0.0,8.62,10.66,0.0,0.0,29.8,22.0,33.0,21.285714285714285,21.2,8.380817098475257,2.0,1.0,31.0,31.0,0,0.49999999999999994,0.8660254037844387,0.5086709438521044,0.8609610158889943,1.2366589327146174,0
2024-02-01,SKU_17,WH_4,SUP_4,South,23.0,348.0,5.0,341.0,0.0,8.62,10.66,0.0,0.0,24.09,27.0,9.0,20.428571428571427,21.5,7.207800007795786,3.0,2.0,1.0,32.0,0,0.8660254037844386,0.5000000000000001,0.5234156073655503,0.8520775211013093,1.2366589327146174,0
2024-02-02,SKU_17,WH_4,SUP_4,South,17.0,331.0,5.0,341.0,0.0,8.62,10.66,0.0,0.0,16.75,23.0,25.0,22.428571428571427,21.366666666666667,5.159365040297847,4.0,2.0,2.0,33.0,0,0.8660254037844386,0.5000000000000001,0.5380051715382996,0.8429415373547828,1.2366589327146174,1
2024-02-03,SKU_17,WH_4,SUP_4,East,26.0,702.0,5.0,341.0,397.0,8.62,10.66,0.0,0.0,33.19,17.0,28.0,21.285714285714285,21.1,5.376314900074389,5.0,2.0,3.0,34.0,1,0.8660254037844386,0.5000000000000001,0.5524353131676196,0.8335557718385699,1.2366589327146174,0
2024-02-04,SKU_17,WH_4,SUP_4,East,23.0,679.0,5.0,341.0,0.0,8.62,10.66,0.0,0.0,26.42,26.0,19.0,21.0,21.166666666666668,4.999999999999998,6.0,2.0,4.0,35.0,1,0.8660254037844386,0.5000000000000001,0.5667017562911176,0.8239230057575542,1.2366589327146174,0
2024-02-05,SKU_17,WH_4,SUP_4,South,30.0,649.0,5.0,341.0,0.0,8.62,10.66,0.0,0.0,30.21,23.0,13.0,21.571428571428573,21.2,4.961758520831864,0.0,2.0,5.0,36.0,0,0.8660254037844386,0.5000000000000001,0.5808002734538009,0.8140460935082178,1.2366589327146174,0
2024-02-06,SKU_17,WH_4,SUP_4,South,33.0,616.0,5.0,341.0,0.0,8.62,10.66,1.0,0.0,34.57,30.0,22.0,24.0,21.866666666666667,4.163331998932269,1.0,2.0,6.0,37.0,0,0.8660254037844386,0.5000000000000001,0.5947266869607634,0.8039279618328213,1.2366589327146174,0
2024-02-07,SKU_17,WH_4,SUP_4,North,24.0,592.0,5.0,341.0,0.0,8.62,10.66,0.0,0.0,27.4,33.0,27.0,25.571428571428573,22.066666666666666,5.223572942509211,2.0,2.0,7.0,38.0,0,0.8660254037844386,0.5000000000000001,0.6084768701151261,0.7935716089521474,1.2366589327146174,0
2024-02-08,SKU_17,WH_4,SUP_4,West,24.0,568.0,5.0,341.0,0.0,8.62,10.66,0.0,0.0,24.64,24.0,23.0,25.142857142857142,22.366666666666667,5.209880722517282,3.0,2.0,8.0,39.0,0,0.8660254037844386,0.5000000000000001,0.6220467484408675,0.7829801036770628,1.2366589327146174,0
2024-02-09,SKU_17,WH_4,SUP_4,East,20.0,548.0,5.0,341.0,0.0,8.62,10.66,0.0,0.0,24.32,24.0,17.0,25.285714285714285,22.533333333333335,5.1547481579053525,4.0,2.0,9.0,40.0,0,0.8660254037844386,0.5000000000000001,0.6354323008901774,0.7721565844991642,1.2366589327146174,0
2024-02-10,SKU_17,WH_4,SUP_4,West,19.0,529.0,5.0,341.0,0.0,8.62,10.66,0.0,0.0,15.44,20.0,26.0,25.714285714285715,22.333333333333332,4.4239607334862985,5.0,2.0,10.0,41.0,1,0.8660254037844386,0.5000000000000001,0.6486295610349814,0.7611042586607747,1.2366589327146174,0
2024-02-11,SKU_17,WH_4,SUP_4,North,31.0,498.0,5.0,341.0,0.0,8.62,10.66,0.0,0.0,32.93,19.0,23.0,24.714285714285715,22.033333333333335,5.089672082242818,6.0,2.0,11.0,42.0,1,0.8660254037844386,0.5000000000000001,0.6616346182422783,0.7498264012045686,1.2366589327146174,0
2024-02-12,SKU_17,WH_4,SUP_4,West,26.0,472.0,5.0,341.0,0.0,8.62,10.66,1.0,0.0,25.55,31.0,30.0,25.857142857142858,22.5,5.5205244747388384,0.0,2.0,12.0,43.0,0,0.8660254037844386,0.5000000000000001,0.6744436188329455,0.7383263540031065,1.2366589327146174,0
2024-02-13,SKU_17,WH_4,SUP_4,West,37.0,435.0,5.0,341.0,0.0,8.62,10.66,1.0,0.0,34.02,26.0,33.0,25.285714285714285,22.7,5.219012860502959,1.0,2.0,13.0,44.0,0,0.8660254037844386,0.5000000000000001,0.6870527672236669,0.7266075247685656,1.2366589327146174,0
2024-02-14,SKU_17,WH_4,SUP_4,West,16.0,419.0,5.0,341.0,0.0,8.62,10.66,0.0,0.0,13.88,37.0,24.0,25.857142857142858,23.233333333333334,6.309478885734056,2.0,2.0,14.0,45.0,0,0.8660254037844386,0.5000000000000001,0.6994583270516471,0.7146733860429609,1.2366589327146174,0
2024-02-15,SKU_17,WH_4,SUP_4,East,35.0,384.0,5.0,341.0,0.0,8.62,10.66,0.0,0.0,37.49,16.0,24.0,24.714285714285715,22.8,7.341986237031634,3.0,2.0,15.0,46.0,0,0.8660254037844386,0.5000000000000001,0.7116566222817746,0.7025274741691571,1.2366589327146174,0
2024-02-16,SKU_17,WH_4,SUP_4,South,26.0,358.0,5.0,341.0,0.0,8.62,10.66,0.0,0.0,25.64,35.0,20.0,26.285714285714285,23.533333333333335,8.280786712108254,4.0,2.0,16.0,47.0,0,0.8660254037844386,0.5000000000000001,0.7236440382959124,0.6901733882429719,1.2366589327146174,0
2024-02-17,SKU_17,WH_4,SUP_4,South,23.0,335.0,5.0,341.0,0.0,8.62,10.66,0.0,0.0,26.01,26.0,19.0,27.142857142857142,23.7,7.819389819088011,5.0,2.0,17.0,48.0,1,0.8660254037844386,0.5000000000000001,0.7354170229639855,0.6776147890466889,1.2366589327146174,1
2024-02-18,SKU_17,WH_4,SUP_4,West,22.0,570.0,5.0,341.0,257.0,8.62,10.66,0.0,0.0,22.99,23.0,31.0,27.714285714285715,23.933333333333334,7.250615737399733,6.0,2.0,18.0,49.0,1,0.8660254037844386,0.5000000000000001,0.7469720876965552,0.6648553979642865,1.2366589327146174,0
2024-02-19,SKU_17,WH_4,SUP_4,North,34.0,536.0,5.0,341.0,0.0,8.62,10.66,0.0,0.0,36.86,22.0,26.0,26.428571428571427,24.166666666666668,7.367883976130077,0.0,2.0,19.0,50.0,0,0.8660254037844386,0.5000000000000001,0.7583058084785624,0.6518989958787126,1.2366589327146174,0
2024-02-20,SKU_17,WH_4,SUP_4,West,29.0,507.0,5.0,341.0,0.0,8.62,10.66,0.0,0.0,30.94,34.0,37.0,27.571428571428573,24.566666666666666,7.892129895390369,1.0,2.0,20.0,51.0,0,0.8660254037844386,0.5000000000000001,0.7694148268839378,0.6387494220515272,1.2366589327146174,0
2024-02-21,SKU_17,WH_4,SUP_4,East,21.0,486.0,5.0,341.0,0.0,8.62,10.66,0.0,0.0,16.14,29.0,16.0,26.428571428571427,24.666666666666668,6.803360514166094,2.0,2.0,21.0,52.0,0,0.8660254037844386,0.5000000000000001,0.7802958510707755,0.6254105729852463,1.2366589327146174,0
2024-02-22,SKU_17,WH_4,SUP_4,South,36.0,450.0,5.0,341.0,0.0,8.62,10.66,1.0,0.0,31.84,21.0,35.0,27.142857142857142,24.633333333333333,5.698788509515909,3.0,2.0,22.0,53.0,0,0.8660254037844386,0.5000000000000001,0.7909456567567772,0.6118864012687243,1.2366589327146174,0
2024-02-23,SKU_17,WH_4,SUP_4,South,28.0,422.0,5.0,341.0,0.0,8.62,10.66,0.0,0.0,24.59,36.0,26.0,27.285714285714285,25.033333333333335,5.936168397046645,4.0,2.0,23.0,54.0,0,0.8660254037844386,0.5000000000000001,0.8013610881746766,0.5981809144059164,1.2366589327146174,0
2024-02-24,SKU_17,WH_4,SUP_4,East,32.0,390.0,5.0,341.0,0.0,8.62,10.66,0.0,0.0,32.56,28.0,23.0,27.571428571428573,24.866666666666667,5.912053869204936,5.0,2.0,24.0,55.0,1,0.8660254037844386,0.5000000000000001,0.811539059007361,0.5842981736283684,1.2366589327146174,0
2024-02-25,SKU_17,WH_4,SUP_4,East,22.0,368.0,5.0,341.0,0.0,8.62,10.66,0.0,0.0,21.49,32.0,22.0,28.857142857142858,25.633333333333333,5.727959829601108,6.0,2.0,25.0,56.0,1,0.8660254037844386,0.5000000000000001,0.8214765533024142,0.5702422926917871,1.2366589327146174,0
2024-02-26,SKU_17,WH_4,SUP_4,South,26.0,342.0,5.0,341.0,0.0,8.62,10.66,0.0,0.0,21.56,22.0,34.0,28.857142857142858,25.533333333333335,5.727959829601108,0.0,2.0,26.0,57.0,0,0.8660254037844386,0.5000000000000001,0.8311706263658079,0.5560174366570446,1.2366589327146174,0
2024-02-27,SKU_17,WH_4,SUP_4,West,40.0,302.0,5.0,341.0,0.0,8.62,10.66,1.0,0.0,43.43,26.0,29.0,27.714285714285715,25.466666666666665,5.313952882562598,1.0,2.0,27.0,58.0,0,0.8660254037844386,0.5000000000000001,0.8406184056344782,0.5416278206559814,1.2366589327146174,1
2024-02-28,SKU_17,WH_4,SUP_4,North,29.0,553.0,5.0,341.0,280.0,8.62,10.66,0.0,0.0,31.19,40.0,21.0,29.285714285714285,26.166666666666668,7.087883692477989,2.0,2.0,28.0,59.0,0,0.8660254037844386,0.5000000000000001,0.8498170915275278,0.5270777086423722,1.2366589327146174,0
2024-02-29,SKU_17,WH_4,SUP_4,North,30.0,523.0,5.0,341.0,0.0,8.62,10.66,0.0,0.0,36.79,29.0,36.0,30.428571428571427,26.7,6.106202935189307,3.0,2.0,29.0,60.0,0,0.8660254037844386,0.5000000000000001,0.8587639582758029,0.5123714121284237,1.2366589327146174,0
2024-03-01,SKU_17,WH_4,SUP_4,East,21.0,502.0,5.0,341.0,0.0,8.62,10.66,0.0,0.0,16.78,30.0,28.0,29.571428571428573,26.966666666666665,5.593363414414843,4.0,3.0,1.0,61.0,0,1.0,6.123233995736766e-17,0.8674563547295968,0.49751328890718066,1.2366589327146174,0
2024-03-02,SKU_17,WH_4,SUP_4,North,32.0,470.0,5.0,341.0,0.0,8.62,10.66,0.0,0.0,38.59,21.0,32.0,28.571428571428573,26.766666666666666,6.477065767180467,5.0,3.0,2.0,62.0,1,1.0,6.123233995736766e-17,0.8758917051442429,0.48250774176121847,1.2366589327146174,0
2024-03-03,SKU_17,WH_4,SUP_4,East,32.0,438.0,5.0,341.0,0.0,8.62,10.66,0.0,0.0,32.71,32.0,22.0,28.571428571428573,27.066666666666666,6.477065767180467,6.0,3.0,3.0,63.0,1,1.0,6.123233995736766e-17,0.8840675099433636,0.4673592171580022,1.2366589327146174,0
2024-03-04,SKU_17,WH_4,SUP_4,South,26.0,412.0,5.0,341.0,0.0,8.62,10.66,0.0,0.0,24.79,32.0,26.0,30.0,27.566666666666666,5.859465277082333,0.0,3.0,4.0,64.0,0,1.0,6.123233995736766e-17,0.8919813464595485,0.45207220393230435,1.2366589327146174,0
2024-03-05,SKU_17,WH_4,SUP_4,East,37.0,375.0,5.0,341.0,0.0,8.62,10.66,0.0,0.0,37.54,26.0,40.0,30.0,27.566666666666666,5.859465277082333,1.0,3.0,5.0,65.0,0,1.0,6.123233995736766e-17,0.8996308696522433,0.43665123195606403,1.2366589327146174,0
2024-03-06,SKU_17,WH_4,SUP_4,West,26.0,349.0,5.0,341.0,0.0,8.62,10.66,0.0,0.0,31.19,37.0,29.0,29.571428571428573,28.033333333333335,5.061526214398954,2.0,3.0,6.0,66.0,0,1.0,6.123233995736766e-17,0.9070138128026359,0.4211008707960896,1.2366589327146174,0
2024-03-07,SKU_17,WH_4,SUP_4,North,36.0,313.0,5.0,341.0,0.0,8.62,10.66,1.0,0.0,40.81,26.0,30.0,29.142857142857142,27.9,5.2417736002416815,3.0,3.0,7.0,67.0,0,1.0,6.123233995736766e-17,0.9141279881853337,0.40542572835999735,1.2366589327146174,1
2024-03-08,SKU_17,WH_4,SUP_4,West,28.0,778.0,5.0,341.0,493.0,8.62,10.66,0.0,0.0,25.22,36.0,21.0,30.0,28.0,5.859465277082333,4.0,3.0,8.0,68.0,0,1.0,6.123233995736766e-17,0.9209712877166346,0.38963044953078796,1.2366589327146174,0
2024-03-09,SKU_17,WH_4,SUP_4,West,32.0,746.0,5.0,341.0,0.0,8.62,10.66,0.0,0.0,31.42,28.0,32.0,31.0,28.133333333333333,4.509249752822923,5.0,3.0,9.0,69.0,1,1.0,6.123233995736766e-17,0.9275416835791966,0.37371971479046906,1.2366589327146174,0
2024-03-10,SKU_17,WH_4,SUP_4,North,31.0,715.0,5.0,341.0,0.0,8.62,10.66,0.0,0.0,30.11,32.0,32.0,31.0,28.4,4.509249752822923,6.0,3.0,10.0,70.0,1,1.0,6.123233995736766e-17,0.9338372288229252,0.35769823883312546,1.2366589327146174,0
